main,middle,sub,operations,evaluation,STANDARD,DELUXE,PREMIUM,wishlist,title,name,url
비즈니스컨설팅,창업 컨설팅,IT 창업,294,28,660000,가격 없음,가격 없음,249,앱 창업을 위한 구체적인 앱기획 및 UX컨설팅을 해 드립니다.,UX기획자제이크,https://kmong.com/gig/148977
비즈니스컨설팅,쇼핑몰·스토어 창업,쇼핑몰·스토어 컨설팅,405,8,129000,159000,199000,138,빅파워셀러가 올바른 상품등록부터 광고까지 확실하게 알려 드립니다.,조MD,https://kmong.com/gig/254980
비즈니스컨설팅,창업 컨설팅,기타 창업,228,1,30000,55000,250000,17,1대1 렌탈 스튜디오 창업 컨설팅 드립니다.,쪼렙사장,https://kmong.com/gig/357334
비즈니스컨설팅,쇼핑몰·스토어 창업,쇼핑몰·스토어 컨설팅,289,123,19900,299000,2200000,589,"현직 20년차 전문가가 온라인판매,유통 노하우를 알려 드립니다.",RetailBuyer,https://kmong.com/gig/69485
비즈니스컨설팅,크라우드펀딩,-,962,13,1760000,가격 없음,가격 없음,276,와디즈크라우드펀딩 치밀한 기획·스토리·콘텐츠안 컨설팅해 드립니다.,베씨,https://kmong.com/gig/164469
비즈니스컨설팅,리서치·설문조사,설문조사,32,17,588000,가격 없음,가격 없음,57,논문 을 위한 데이터 수집 리서치를 제공해 드립니다.,마크로밀엠브레인,https://kmong.com/gig/185041
비즈니스컨설팅,크라우드펀딩,-,40,10,1760000,2200000,3960000,195,30억 펀딩 노하우로 패션 라이프스타일 콘텐츠를 제작해 드립니다.,STEADI,https://kmong.com/gig/172867
비즈니스컨설팅,퍼스널 브랜딩,-,40,24,150000,가격 없음,가격 없음,122,억대 매출 CEO를 수도 없이 만들어준 디렉터가 컨설팅 드립니다.,STEADI,https://kmong.com/gig/292703
비즈니스컨설팅,유튜브 컨설팅,-,124,86,200000,650000,1800000,410,5년 경력의 유튜브 전문가가 유투브 마케팅 및 컨설팅 드립니다.,YT미디어,https://kmong.com/gig/112333
비즈니스컨설팅,쇼핑몰·스토어 창업,해외 구매대행,261,22,590000,1290000,1790000,227,"중국 구매 대행, 가장 효과적인 직장인 투잡 컨설팅해 드립니다.",현직온라인MD탑셀러,https://kmong.com/gig/233136
비즈니스컨설팅,크라우드펀딩,-,1,0,1500000,2000000,2500000,47,와디즈 공식펀딩 대행사 누적 펀딩40억 올인원패키지 드립니다.,267designstudio,https://kmong.com/gig/278076
비즈니스컨설팅,쇼핑몰·스토어 창업,제품리서치·소싱,52,12,600000,가격 없음,가격 없음,210,알리바바닷컴 수입소싱 온라인 종합 교육과정을 제공해 드립니다.,SELLERNOTE,https://kmong.com/gig/81360
비즈니스컨설팅,크라우드펀딩,-,86,0,600000,1600000,3000000,38,"공감할 수 있는 컨텐츠로 ""펀딩""성공의 지름길을 제시해 드립니다.",스튜디오그레이,https://kmong.com/gig/303390
비즈니스컨설팅,해외사업 컨설팅,-,89,42,10000,49000,200000,270,"1688 알리바바 중국공장 제품 구매,결재대행 을 도와 드립니다.",씨월드,https://kmong.com/gig/155459
비즈니스컨설팅,퍼스널 브랜딩,-,811,23,1590000,2290000,2990000,153,온라인 건물주가 될 수 있는 SNS 수익화를 도와 드립니다.,포리얼,https://kmong.com/gig/264772
비즈니스컨설팅,쇼핑몰·스토어 창업,쇼핑몰·스토어 컨설팅,134,20,49000,880000,1320000,306,국세청 인증. 연간 판매 7억원 해외구매대행 알려 드립니다.,해외구매대행공대생대표,https://kmong.com/gig/147074
비즈니스컨설팅,창업 컨설팅,기타 창업,43,0,1550000,가격 없음,가격 없음,35,"패션 브랜드 런칭 교육 전공자, 비전공자해 드립니다.",ARKSTUDIO,https://kmong.com/gig/244594
비즈니스컨설팅,쇼핑몰·스토어 창업,해외 구매대행,15,8,299000,359000,429000,69,아마존 셀러 계정 정지 어필 레터 작성해 드립니다.,AmazonHelper,https://kmong.com/gig/134116
비즈니스컨설팅,창업 컨설팅,중소기업 컨설팅,12,9,60000,980000,1950000,155,"퍼스널 컨설팅  당신의 재능, 브랜드로 만들어 드립니다.",브랜드디렉터허소영,https://kmong.com/gig/202864
