company,career,education,region,reg,deadline,type,title,job,tag
뉴지랩파마 주식회사,경력 1년↑,대학교(4년) 이상,서울 강남구,2022-05-20,2022-07-18,정규직,"IR, PR, 경영기획, 사원-대리급 채용(삼성중앙역근무)","
, IMC, 경영기획, 사업기획, 주식영업,  ",기획·전략
(주)브이엔티지,3 ~ 10년,학력무관,서울 마포구,2022-06-02,2022-07-02,정규직,[VNTG] ERP 웹 개발자 (3~10년) 장애인 우대,"
, 백엔드/서버개발, 웹개발, 프론트엔드, Angular, CSS,  외            ",기획·전략
(주)엘위즈,경력 3년↑,학력무관,대구 중구,2022-04-26,2022-06-24,정규직,온라인 쇼핑몰 전반적 운영및 고객CS,"
, 무역사무원, 온라인판매, 쇼핑몰관리, 상품관리, 소셜커머스,  외            ",기획·전략
기린성형외과의원,경력무관,고졸 이상,서울 서초구,2022-05-21,2022-07-10,정규직 · 파트,강남 기린성형외과 전 부문 신입/경력 모집,"
, 총무, 사무행정, 경영지원, 인사행정, 성형외과,  외            ",기획·전략
(주)엘위즈,신입 · 경력,학력무관,대구 중구,2022-06-01,2022-06-30,정규직,웹디자인 및 쇼핑몰 운영 팀원 모집합니다.,"
, 무역사무원, 온라인판매, 쇼핑몰관리, 상품관리, 소셜커머스,  외            ",기획·전략
(주)티디에이치컴퍼니,신입 · 경력,학력무관,서울 동대문구,2022-02-17,2022-06-15,정규직,남자의류쇼핑몰 오까네 CS팀 모집,"
, 사무직, 사무보조, 사이트관리, 전화응대, 콘텐츠관리,  외            ",기획·전략
에빈코리아(유),신입 · 경력,대학교(4년) 이상,서울 강남구,2022-04-29,2022-06-25,정규직,2022년 경영지원/MD/콘텐츠 부문 공개채용 (한국지사 사세확장),"
, 자금관리, 총무, 내방객응대, 문서작성, 비품관리,  외            ",기획·전략
(주)딥노이드,신입 · 경력,학력무관,서울 구로구,2022-05-14,2022-07-31,정규직 · 계약직,㈜딥노이드 각 부문 신입 / 경력 채용,"
, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅, 웹개발,  외            ",기획·전략
(주)중앙법률사무교육원,경력무관,고졸 이상,서울 서초구,2022-06-01,2022-06-28,교육생,[종합반] 법률사무 취업과정 교육생 모집(6월 29일 개강),"
, 경리, 세무사, 회계사, 법인결산, 재무기획,  외            ",기획·전략
(주)브랜드마치,신입 · 경력,학력무관,서울 영등포구,2022-05-24,2022-06-14,정규직,기업 및 공공기관 디지털마케팅 담당자(신입/경력) 및 캐릭터산업 경력자 채용,"
, 사무직, 사무보조, 사무행정, 사이트관리, 서류관리,  외            ",기획·전략
피델리티솔루션(주),신입,대학교(4년) 이상,서울 강남구,2022-06-03,2022-06-30,인턴직,[채용연계형] 인턴 채용 공고,"
, 문서작성, 컨설턴트, 경영컨설팅, 자료조사, 자료조사,  ",기획·전략
피델리티솔루션(주),신입,대학교(4년) 이상,서울 강남구,2022-06-03,2022-06-30,계약직,[신입] 컨설팅 RA(Research Assistant) 채용 공고,"
, 문서작성, 컨설턴트, 경영컨설팅, 자료조사, 교육운영,  외            ",기획·전략
피델리티솔루션(주),경력무관,대학교(4년) 이상,서울 강남구,2022-06-03,2022-06-30,정규직,[경력] 글로벌 컨설턴트 채용 공고,"
, HR컨설팅, 컨설턴트, 경영컨설팅, 안전관리자,  ",기획·전략
(주)브이엔티지,3 ~ 10년,학력무관,서울 마포구,2022-05-23,2022-06-22,정규직,[VNTG] DT 전략기획/컨설턴트 (3년이상),"
, 데이터분석가, 데이터엔지니어, 데이터라벨링, 데이터마이닝, 데이터시각화,  외            ",기획·전략
(주)미래아이엔씨,경력무관,학력무관,서울 금천구,2022-04-19,2022-06-18,정규직,미래아이엔씨 공식 광고대행사 영업 AE 모집 (#연봉3000+성과급),"
, 광고영업, 영업마케팅, 온라인판매, IT영업, 매체영업,  외            ",기획·전략
(주)트랜스코스모스코리아,신입 · 경력,학력무관,서울 송파구,2022-05-24,2022-07-09,정규직,[재택교육/사무]배달의민족 업무지원 담당자 채용 Mj7P,"
, 사무직, 사무보조, 사이트관리, 전화응대, 콘텐츠관리,  외            ",기획·전략
시앤피컨설팅(주),경력무관,대학교(4년) 이상,서울 금천구,2022-06-04,2022-07-03,계약직,[전환가능] 경영컨설팅 보조 (사무보조) 계약직 채용(경력무관),"
, 사무직, 사무보조, 경영컨설팅,  ",기획·전략
(주)중앙,경력무관,학력무관,경기 부천시 오정구,2022-05-28,2022-06-19,위촉직 · 프리랜서,"렌트,리스 매니져 모집(정착지원금,식대지원)업계최고대우","
, 영업관리, 영업지원, 영업직, 자동차딜러, 판매직,  외            ",기획·전략
보은전자방송통신㈜,신입 · 경력,대학교(4년) 이상,서울 강서구,2022-06-01,2022-06-13,정규직,기획 신입 및 경력 채용,"
, 마케팅기획, 마케팅전략, SNS마케팅, 바이럴마케팅, 온라인마케팅,  외            ",기획·전략
(주)이엠넷,신입 · 경력,"대학(2,3년) 이상",서울 구로구,2022-06-04,2022-06-19,정규직 · 계약직,디자이너/개발자/사업기획실/회계팀 신입/경력 채용,"
, API, .NET, C#, Java, PL/SQL,  외            ",기획·전략
마녀의부엌,경력무관,"대학(2,3년) 이상",인천 부평구,2022-06-07,2022-06-30,정규직,[마녀의부엌] SNS/마케팅기획/홍보/기획外 경력 채용,"
, SNS, 마케팅기획, 마케팅, 기획, 홍보,  외            ",기획·전략
AJ네트웍스(주),신입 · 경력,고졸 이상,서울 송파구,2022-06-04,2022-06-19,정규직,AJ네트웍스 렌탈부문 6월 수시채용,"
, 4대보험, 내부감사, 법인결산, 세무회계, 손익관리,  외            ",기획·전략
성창기업지주(주),신입 · 경력,대학교(4년) 이상,부산 사하구,2022-05-24,2022-06-26,정규직,2022년 계열회사 각 부문 채용 공고,"
, 비서, 송무비서, 수행기사, 수행비서, 문서작성,  외            ",기획·전략
(주)네패스이앤씨,신입 · 경력,"대학(2,3년) 이상",전국,2022-04-26,2022-06-16,정규직 · 계약직,건설부문 신입/경력 채용,"
, 사무직, 서무, 총무, 기술사업화, 사무보조,  외            ",기획·전략
신원하이테크 주식회사,경력 10년↑,"대학(2,3년) 이상",강원 원주시,2022-05-23,2022-06-22,정규직,[신원하이테크] 회계팀 경력직 모집(팀장급),"
, 기업회계, 법인결산, 세무조정, 자체기장, 사무직,  외            ",기획·전략
화더코리아(유),신입,"대학(2,3년) 이상",경기 시흥시,2022-06-08,2022-08-06,정규직,자동차부품 품질관리 & 품질보증,"
, 사업기획, 품질관리, 품질보증, 자동차,  ",기획·전략
(주)이엠넷,신입 · 경력,"대학(2,3년) 이상",서울 구로구,2022-05-21,2022-06-19,계약직,광고운영관리 부문 채용 [서울본사],"
, 사무직, 사무보조, 자료입력, 타이핑, Excel,  외            ",기획·전략
(주)소프트굿,경력무관,학력무관,서울 강남구,2022-05-24,2022-06-22,정규직,생활용품 쇼핑몰 MD 담당자 모집 (3명),"
, 기획MD, 브랜드MD, 온라인MD, AMD, 리빙,  외            ",기획·전략
주식회사 메크디자인연구소,신입 · 경력,"대학(2,3년) 이상",인천 부평구,2022-05-25,2022-06-23,정규직 · 계약직,"[인천](주)메크디자인연구소, 공공데이터 구축 직원 채용","
, 교육기획, 현장조사, 조사자료가공정리, 보고서작성, 공정및인턴관리,  ",기획·전략
(주)에스씨에이게임노원,경력무관,고졸 이상,서울 노원구,2022-05-31,2022-06-30,위촉직,[SBS아카데미게임학원 노원지점] 교육사업부-교육멘토EM 공개 채용,"
, GM(게임운영), 게임기획, 교육컨설턴트, 교육운영, 상담센터,  외            ",기획·전략
에이치엔아이엔씨(주),신입 · 경력,학력무관,서울 중구,2022-06-09,2022-06-15,정규직,HN (舊현대BS&C) [ IT부문/경영관리/건설] 각 부문별 채용공고,"
, 기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발,  외            ",기획·전략
(주)벨아이앤에스,신입 · 경력,학력무관,서울 서대문구,2022-06-09,2022-06-22,정규직,영업직군 신입 및 경력 채용,"
, IT컨설팅, 기술영업, 영업관리, 영업지원, 영업직,  외            ",기획·전략
교촌에프앤비(주),경력,학력무관,경기 오산시,2022-06-09,2022-06-13,정규직,IT/마케팅/인테리어/디자인/그래픽/신사업/기획/유통/SV/영업/계열사,"
, 기술지원, 데이터분석가, 데이터엔지니어, 보안컨설팅, 유지보수,  외            ",기획·전략
(주)비올,신입 · 경력,"대학(2,3년) 이상",경기 성남시 분당구,2022-06-09,2022-06-30,정규직,[코스닥상장사] 각 부문별 (신입/경력) 공개채용,"
, IR/공시, 해외법인, 사무직, 교육행정, 문서작성,  외            ",기획·전략
